fixedVID,VID,FID,TotalFrame,LocalX,LocalY,L,W,Velocity, Accleration, LanePos, PrecedingVeh, FollowingVeh, Spacing, Headway, DeltaGap, warning
2662,2662,2059,114,685,322,28,15,6,2,3,2694,2724,178,29.66666667,-3,0
2662,2662,2060,114,691,321,26,14,8,-3,3,2694,2724,181,22.625,0.5,0
2662,2662,2061,114,699,322,27,13,5,2,3,2694,2724,180.5,36.1,-3.5,0
2662,2662,2062,114,704,321,26,14,7,0,3,2694,2724,184,26.28571429,-1,0
2662,2662,2063,114,711,322,26,15,7,-1,3,2694,2724,185,26.42857143,-0.5,0
2662,2662,2064,114,718,322,27,15,6,1,3,2694,2724,185.5,30.91666667,-2.5,0
2662,2662,2065,114,724,322,26,15,7,-1,3,2694,2724,188,26.85714286,-1,0
2662,2662,2066,114,731,322,27,14,6,2,3,2694,2724,189,31.5,-2,0
2662,2662,2067,114,737,322,26,14,8,-3,3,2694,2724,191,23.875,-9809,1
2662,2662,2080,114,823,324,27,13,7,-1,3,2735,2724,97.5,13.92857143,-9902.5,1
2667,2667,1989,18,238,302,37,11,6,1,4,2600,2663,381,63.5,-2,0
2667,2667,1990,18,244,302,36,11,7,0,4,2600,0,383,54.71428571,0,0
2667,2667,1991,18,251,301,34,11,7,1,4,2600,0,383,54.71428571,-3,0
2667,2667,1992,18,258,301,32,11,8,-5,4,2600,0,386,48.25,0.5,0
2667,2667,1993,18,266,302,31,11,3,7,4,2600,0,385.5,128.5,0,0
2667,2667,1994,18,269,300,37,12,10,-4,4,2600,0,385.5,38.55,-4,0
2667,2667,1995,18,279,299,28,12,6,0,4,2600,2642,389.5,64.91666667,0.5,0
2667,2667,1996,18,285,300,28,12,6,1,4,2600,2642,389,64.83333333,0,0
2667,2667,1997,18,291,299,28,12,7,-2,4,2600,0,389,55.57142857,-1,0
2667,2667,1998,18,298,299,26,12,5,1,4,2600,0,390,78,-1,0
2667,2667,1999,18,303,300,28,11,6,0,4,2600,0,391,65.16666667,-1,0
2667,2667,2000,18,309,299,28,11,6,1,4,2600,0,392,65.33333333,-1,0
2667,2667,2001,18,315,298,28,12,7,0,4,2600,0,393,56.14285714,-0.5,0
2667,2667,2002,18,322,298,28,12,7,-1,4,2600,0,393.5,56.21428571,-0.5,0
2667,2667,2003,18,329,298,27,11,6,-1,4,2600,0,394,65.66666667,-2.5,0
2667,2667,2004,18,335,300,28,11,5,-1,4,2600,2675,396.5,79.3,0,0
2667,2667,2005,18,340,302,27,9,4,0,4,2600,2675,396.5,99.125,-9603.5,1
2701,2674,1993,24,38,337,16,12,8,-2,2,2668,0,51.5,6.4375,-1,0
2701,2674,1994,24,46,339,18,13,6,4,2,2668,0,52.5,8.75,0,0
2701,2674,1995,24,52,338,19,13,10,-3,2,2668,0,52.5,5.25,2.5,0
2701,2674,1996,24,62,339,21,13,7,-1,2,2668,0,50,7.142857143,-0.5,0
2701,2674,1997,24,69,338,20,13,6,3,2,2668,0,50.5,8.416666667,2,0
2701,2674,1998,24,75,338,30,13,9,1,2,2668,0,48.5,5.388888889,1,0
2701,2674,1999,24,84,338,30,13,10,-1,2,2668,2678,47.5,4.75,1,0
2701,2674,2000,24,94,337,29,14,9,0,2,2668,2678,46.5,5.166666667,0,0
2701,2674,2001,24,103,337,28,13,9,0,2,2668,2678,46.5,5.166666667,0.5,0
2701,2674,2002,24,112,337,27,11,9,0,2,2680,2678,46,5.111111111,66.5,1
2701,2674,2006,24,147,337,30,13,11,-1,2,2689,2690,49.5,4.5,75.5,1
2701,2674,2008,24,168,337,27,9,0.666666667,0.37037037,2,2689,2685,43.5,65.25,-13,0
2705,2705,2020,32,186,348,22,13,8,1,2,2704,2701,56.5,7.0625,-0.5,0
2705,2705,2021,32,194,348,21,13,9,-5,2,2704,2701,57,6.333333333,0,0
2705,2705,2022,32,203,348,21,13,4,5,2,2704,2695,57,14.25,-0.5,0
2705,2705,2023,32,207,348,28,13,9,-1,2,2704,2695,57.5,6.388888889,1,0
2705,2705,2024,32,216,347,29,10,8,1,2,2704,2695,56.5,7.0625,-0.5,0
2705,2705,2025,32,224,348,28,13,9,-1,2,2704,2695,57,6.333333333,1.5,0
2705,2705,2026,32,233,348,30,13,8,0,2,2704,2695,55.5,6.9375,-1,0
2705,2705,2027,32,241,347,28,14,8,1,2,2704,2695,56.5,7.0625,76,1
2705,2705,2029,32,258,348,28,13,9,0,2,2704,2712,56.5,6.277777778,77,1
2705,2705,2036,32,321,348,20,14,7,1,2,2704,2695,56,8,3,0
2705,2705,2037,32,328,349,28,13,8,0,2,2704,2695,53,6.625,-1,0
2705,2705,2038,32,336,350,27,13,8,1,2,2704,2695,54,6.75,-1,0
2705,2705,2039,32,344,351,26,13,9,0,2,2704,2695,55,6.111111111,1.5,0
2705,2705,2040,32,353,350,27,13,9,0,2,2704,2695,53.5,5.944444444,-0.5,0
2705,2705,2041,32,362,349,27,12,9,-1,2,2704,2695,54,6,1.5,0
2705,2705,2042,32,371,350,27,13,8,1,2,2704,2695,52.5,6.5625,-2,0
2705,2705,2043,32,379,350,26,14,9,0,2,2704,2695,54.5,6.055555556,1.5,0
2705,2705,2044,32,388,350,27,14,9,0,2,2704,0,53,5.888888889,-0.5,0
2705,2705,2045,32,397,351,25,13,9,-1,2,2704,2695,53.5,5.944444444,0,0
2705,2705,2046,32,406,351,26,13,8,1,2,2704,2695,53.5,6.6875,0.5,0
2705,2705,2047,32,414,350,26,12,9,0,2,2704,2695,53,5.888888889,-0.5,0
2705,2705,2048,32,423,348,25,8,9,0,2,2704,2695,53.5,5.944444444,0.5,0
2705,2705,2049,32,432,349,25,8,9,0,2,2704,2695,53,5.888888889,72,1
2722,2722,2073,42,163,296,12,12,6,1,4,2711,2731,144,24,-1.5,0
2722,2722,2074,42,169,296,12,12,7,-1,4,2711,2731,145.5,20.78571429,1,0
2722,2722,2075,42,176,296,13,12,6,1,4,2711,2731,144.5,24.08333333,-1.5,0
2722,2722,2076,42,182,297,12,12,7,-1,4,2711,2731,146,20.85714286,0,0
2722,2722,2077,42,189,297,13,12,6,1,4,2711,2731,146,24.33333333,-1.5,0
2722,2722,2078,42,195,297,12,12,7,-1,4,2711,2731,147.5,21.07142857,-1,0
2722,2722,2079,42,202,298,12,12,6,-2,4,2711,2731,148.5,24.75,0,0
2722,2722,2080,42,208,298,12,12,4,6,4,2711,2731,148.5,37.125,0.5,0
2722,2722,2081,42,212,299,19,13,10,-4,4,2711,2731,148,14.8,0,0
2722,2722,2082,42,222,299,13,12,6,1,4,2711,2731,148,24.66666667,-1.5,0
2722,2722,2083,42,228,299,12,12,7,-1,4,2711,2731,149.5,21.35714286,-0.5,0
2722,2722,2084,42,235,300,12,11,6,1,4,2711,2731,150,25,-0.5,0
2722,2722,2085,42,241,300,12,12,7,0,4,2711,2731,150.5,21.5,0.5,0
2722,2722,2086,42,248,301,13,13,7,-3,4,2711,2731,150,21.42857143,1.5,0
2722,2722,2087,42,255,301,13,12,4,-1,4,2711,2731,148.5,37.125,-3.5,0
2722,2722,2088,42,259,301,17,12,3,0,4,2711,2731,152,50.66666667,0,0
2722,2722,2089,42,262,302,24,11,3,0,4,2711,2731,152,50.66666667,159.5,1
2724,2724,2053,41,550,314,17,15,2,5,3,2662,0,74,37,-9926,1
2724,2724,2055,41,559,314,25,15,5,3,3,2662,0,74,14.8,-2,0
2724,2724,2056,41,564,315,24,13,8,-3,3,2662,0,76,9.5,2,0
2724,2724,2057,41,572,315,25,15,5,3,3,2662,0,74,14.8,-1.5,0
2724,2724,2058,41,577,315,25,15,8,-4,3,2662,0,75.5,9.4375,2,0
2724,2724,2059,41,585,316,25,13,4,4,3,2662,0,73.5,18.375,-1.5,0
2724,2724,2060,41,589,315,28,14,8,-1,3,2662,0,75,9.375,-0.5,0
2724,2724,2061,41,597,316,26,12,7,0,3,2662,0,75.5,10.78571429,0,0
2724,2724,2062,41,604,316,23,14,7,-1,3,2662,0,75.5,10.78571429,0.5,0
2724,2724,2063,41,611,317,24,13,6,3,3,2662,0,75,12.5,-0.5,0
2724,2724,2064,41,617,317,24,13,9,-6,3,2662,0,75.5,8.388888889,0,0
2724,2724,2065,41,626,317,19,13,3,4,3,2662,0,75.5,25.16666667,0,0
2724,2724,2066,41,629,316,26,14,7,0,3,2662,0,75.5,10.78571429,-0.5,0
2724,2724,2067,41,636,317,24,15,7,-2,3,2662,0,76,10.85714286,-2,0
2724,2724,2068,41,643,318,23,13,5,2,3,2662,0,78,15.6,2,0
2724,2724,2069,41,648,317,26,13,7,-1,3,2662,0,76,10.85714286,0,0
2724,2724,2070,41,655,317,24,13,6,1,3,2662,0,76,12.66666667,0,0
2724,2724,2071,41,661,318,27,12,7,0,3,2662,0,76,10.85714286,-2.5,0
2724,2724,2072,41,668,319,24,13,7,3,3,2662,0,78.5,11.21428571,1,0
2724,2724,2073,41,675,319,22,15,10,-8,3,2662,0,77.5,7.75,0.5,0
2724,2724,2074,41,685,318,16,14,2,5,3,2662,0,77,38.5,-0.5,0
2724,2724,2075,41,687,319,24,12,7,0,3,2662,0,77.5,11.07142857,0,0
2724,2724,2076,41,694,320,23,14,7,-1,3,2662,0,77.5,11.07142857,-0.5,0
2724,2724,2077,41,701,320,21,12,6,-1,3,2662,0,78,13,-1,0
2724,2724,2078,41,707,321,21,13,5,1,3,2662,0,79,15.8,-1,0
2724,2724,2079,41,712,320,23,14,6,0,3,2662,0,80,13.33333333,0,0
2724,2724,2080,41,718,318,23,10,6,0,3,2662,2739,80,13.33333333,-1,0
2724,2724,2081,41,724,321,23,15,6,4,3,2662,2739,81,13.5,-1.5,0
2724,2724,2082,41,730,324,21,13,10,-8,3,2662,2739,82.5,8.25,0.5,0
2724,2724,2083,41,740,325,15,6,2,4,3,2662,0,82,41,-1,0
2724,2724,2084,41,742,323,23,14,6,4,3,2662,0,83,13.83333333,-1,0
2724,2724,2085,41,748,326,23,8,10,-9,3,2662,0,84,8.4,0,0
2724,2724,2086,41,758,324,15,13,1,5,3,2662,0,84,84,-1.5,0
2724,2724,2087,41,759,324,24,13,6,-2,3,2662,0,85.5,14.25,-0.5,0
2724,2724,2088,41,765,324,24,12,4,4,3,2662,0,86,21.5,-2.5,0
2724,2724,2089,41,769,324,25,14,8,-2,3,2662,0,88.5,11.0625,0,0
2724,2724,2090,41,777,323,24,12,6,0,3,2662,0,88.5,14.75,-1.5,0
2724,2724,2091,41,783,326,23,11,6,0,3,2662,0,90,15,97,1
2746,2746,2090,27,275,302,12,12,4,-1,4,2711,2722,152,38,0,0
2746,2746,2091,27,279,302,19,12,3,4,4,2711,2722,152,50.66666667,-1.5,0
2746,2746,2092,27,282,303,24,12,7,2,4,2711,2731,153.5,21.92857143,0.5,0
2746,2746,2093,27,289,303,24,12,9,-3,4,2711,2731,153,17,0,0
2746,2746,2094,27,298,304,19,13,6,2,4,2711,2731,153,25.5,-0.5,0
2746,2746,2095,27,304,304,20,12,8,-1,4,2711,2731,153.5,19.1875,-1.5,0
2746,2746,2096,27,312,304,18,12,7,-1,4,2711,2731,155,22.14285714,165,1
2746,2746,2098,27,325,305,18,12,7,-1,4,2711,2756,155,22.14285714,-0.5,0
2746,2746,2099,27,332,306,18,11,6,2,4,2711,2756,155.5,25.91666667,0,0
2746,2746,2100,27,338,306,20,12,8,0,4,2711,2731,155.5,19.4375,0,0
2746,2746,2101,27,346,306,19,12,8,-3,4,2711,2731,155.5,19.4375,166.5,1
2746,2746,2103,27,359,308,20,11,8,-4,4,2711,2758,156,19.5,0,0
2746,2746,2104,27,367,308,18,12,4,3,4,2711,2758,156,39,0.5,0
2746,2746,2105,27,371,308,24,12,7,0,4,2711,2731,155.5,22.21428571,0,0
2746,2746,2106,27,378,308,24,12,7,0,4,2711,2731,155.5,22.21428571,-9844.5,1
2774,2774,2120,54,475,314,23,11,6,0,3,2711,2731,160,26.66666667,0,0
2774,2774,2121,54,481,314,24,12,6,0,3,2711,2731,160,26.66666667,169.5,1
2774,2774,2126,54,516,315,22,12,8,-1,3,2711,2731,161,20.125,1.5,0
2774,2774,2127,54,524,315,23,12,7,0,3,2711,2731,159.5,22.78571429,-1.5,0
2774,2774,2128,54,531,316,23,11,7,0,3,2711,2731,161,23,-0.5,0
2774,2774,2129,54,538,316,23,11,7,-1,3,2711,2731,161.5,23.07142857,0.5,0
2774,2774,2130,54,545,316,23,11,6,2,3,2711,2731,161,26.83333333,-1,0
2774,2774,2131,54,551,316,22,11,8,-1,3,2711,2731,162,20.25,0,0
2774,2774,2132,54,559,316,23,12,7,0,3,2711,2731,162,23.14285714,-2.5,0
2774,2774,2133,54,566,317,22,13,7,0,3,2711,2731,164.5,23.5,2,0
2774,2774,2134,54,573,317,22,12,7,0,3,2711,2731,162.5,23.21428571,0.5,0
2774,2774,2135,54,580,317,22,12,7,0,3,2711,2731,162,23.14285714,-0.5,0
2774,2774,2136,54,587,318,22,11,7,0,3,2711,2731,162.5,23.21428571,0.5,0
2774,2774,2137,54,594,317,22,12,7,1,3,2711,2731,162,23.14285714,-0.5,0
2774,2774,2138,54,601,318,22,11,8,-1,3,2711,2731,162.5,20.3125,-1.5,0
2774,2774,2139,54,609,318,23,11,7,0,3,2711,2731,164,23.42857143,1,0
2774,2774,2140,54,616,317,22,10,7,1,3,2711,2731,163,23.28571429,1,0
2774,2774,2141,54,623,317,23,12,8,0,3,2711,2731,162,20.25,0,0
2774,2774,2142,54,631,319,23,9,8,-2,3,2711,2731,162,20.25,-0.5,0
2774,2774,2143,54,639,318,21,9,6,1,3,2711,2731,162.5,27.08333333,-0.5,0
2774,2774,2144,54,645,317,21,11,7,0,3,2711,2731,163,23.28571429,0,0
2774,2774,2145,54,652,318,21,11,7,-1,3,2711,2731,163,23.28571429,0,0
2774,2774,2146,54,659,318,21,11,6,2,3,2711,2731,163,27.16666667,0.5,0
2774,2774,2147,54,665,318,23,12,8,-1,3,2711,2731,162.5,20.3125,-2,0
2774,2774,2148,54,673,320,22,7,7,0,3,2711,2731,164.5,23.5,0.5,0
2774,2774,2149,54,680,319,21,8,7,1,3,2711,2731,164,23.42857143,0.5,0
2774,2774,2150,54,687,319,21,11,8,-2,3,2711,2731,163.5,20.4375,1,0
2774,2774,2151,54,695,320,23,11,6,0,3,2711,2731,162.5,27.08333333,-3,0
2774,2774,2152,54,701,320,22,9,6,3,3,2711,2731,165.5,27.58333333,0.5,0
2774,2774,2153,54,707,320,22,10,9,-1,3,2711,2731,165,18.33333333,1.5,0
2774,2774,2154,54,716,322,23,8,8,-1,3,2711,2731,163.5,20.4375,-1,0
2774,2774,2155,54,724,323,21,6,7,0,3,2711,2731,164.5,23.5,0,0
2774,2774,2156,54,731,321,21,9,7,0,3,2711,2731,164.5,23.5,-1,0
2774,2774,2157,54,738,321,19,7,7,1,3,2711,2731,165.5,23.64285714,-0.5,0
2774,2774,2158,54,745,323,20,7,8,-2,3,2711,2731,166,20.75,1,0
2774,2774,2159,54,753,323,21,8,6,2,3,2711,2731,165,27.5,-1,0
2774,2774,2160,54,759,322,23,11,8,-2,3,2711,2731,166,20.75,0.5,0
2774,2774,2161,54,767,322,21,11,6,0,3,2711,2731,165.5,27.58333333,-9834.5,1
2803,2803,2132,12,115,319,14,12,9,0,3,2798,2791,65,7.222222222,-0.5,0
2803,2803,2133,12,124,319,15,11,9,-4,3,2798,2791,65.5,7.277777778,-0.5,0
2803,2803,2134,12,133,319,15,12,5,3,3,2798,0,66,13.2,-2.5,0
2803,2803,2135,12,138,318,19,12,8,-2,3,2798,0,68.5,8.5625,-1.5,0
2803,2803,2136,12,146,319,20,13,6,4,3,2798,0,70,11.66666667,0.5,0
2803,2803,2137,12,152,319,27,14,10,-4,3,2798,0,69.5,6.95,-2.5,0
2803,2803,2138,12,162,318,22,12,6,2,3,2798,0,72,12,-2,0
2803,2803,2139,12,168,318,28,12,8,1,3,2798,2804,74,9.25,-1.5,0
2803,2803,2140,12,176,317,31,12,9,2,3,2798,2804,75.5,8.388888889,-1.5,0
2803,2803,2141,12,185,317,28,12,11,-1,3,2798,2812,77,7,100,1
2803,2803,2143,12,206,317,25,9,0,0,3,2798,2816,77.5,10000,0,0
2911,2911,2197,29,117,342,25,12,9,-2,2,2888,2897,172.5,19.16666667,0.5,0
2911,2911,2198,29,126,342,25,12,7,3,2,2888,2897,172,24.57142857,-2.5,0
2911,2911,2199,29,133,342,22,12,10,-1,2,2888,0,174.5,17.45,3.5,0
2911,2911,2200,29,143,342,25,12,9,-1,2,2888,0,171,19,1,0
2911,2911,2201,29,152,342,25,11,8,0,2,2888,0,170,21.25,1.5,0
2911,2911,2202,29,160,342,25,12,8,1,2,2888,0,168.5,21.0625,-1,0
2911,2911,2203,29,168,342,24,12,9,-1,2,2888,0,169.5,18.83333333,1.5,0
2911,2911,2204,29,177,342,25,11,8,1,2,2888,0,168,21,0.5,0
2911,2911,2205,29,185,342,24,10,9,-2,2,2888,0,167.5,18.61111111,1.5,0
2911,2911,2206,29,194,342,25,11,7,2,2,2888,0,166,23.71428571,0,0
2911,2911,2207,29,201,341,24,10,9,1,2,2888,0,166,18.44444444,1.5,0
2911,2911,2208,29,210,340,25,7,10,-4,2,2888,0,164.5,16.45,0.5,0
2911,2911,2209,29,220,339,20,7,6,3,2,2888,0,164,27.33333333,-0.5,0
2911,2911,2210,29,226,341,24,12,9,-1,2,2888,0,164.5,18.27777778,1,0
2911,2911,2211,29,235,341,24,12,8,1,2,2888,0,163.5,20.4375,0.5,0
2911,2911,2212,29,243,341,23,11,9,-1,2,2888,0,163,18.11111111,2,0
2911,2911,2213,29,252,340,25,12,8,1,2,2888,0,161,20.125,1,0
2911,2911,2214,29,260,340,24,12,9,-1,2,2888,0,160,17.77777778,0.5,0
2911,2911,2215,29,269,341,24,13,8,1,2,2888,0,159.5,19.9375,0,0
2911,2911,2216,29,277,341,24,13,9,0,2,2888,0,159.5,17.72222222,2,0
2911,2911,2217,29,286,339,24,12,9,-1,2,2888,0,157.5,17.5,1.5,0
2911,2911,2218,29,295,339,25,12,8,-3,2,2888,0,156,19.5,0.5,0
2911,2911,2219,29,303,339,24,12,5,0,2,2888,0,155.5,31.1,-7,0
2911,2911,2220,29,308,342,16,6,5,0,2,2888,0,162.5,32.5,175,1
2978,2978,2260,40,640,342,20,11,8,1,2,2972,2977,126.5,15.8125,0.5,0
2978,2978,2261,40,648,342,20,11,9,0,2,2972,2977,126,14,-2,0
2978,2978,2262,40,657,345,21,7,9,-2,2,2972,2977,128,14.22222222,140.5,1
2978,2978,2264,40,673,343,20,11,9,0,2,2972,2981,123.5,13.72222222,4.5,0
2978,2978,2265,40,682,343,25,11,9,0,2,2972,2981,119,13.22222222,2,0
2978,2978,2266,40,691,342,25,12,9,-1,2,2972,2984,117,13,-0.5,0
2978,2978,2267,40,700,343,24,11,8,1,2,2972,2985,117.5,14.6875,1,0
2978,2978,2268,40,708,343,23,10,9,0,2,2972,2987,116.5,12.94444444,2,0
2978,2978,2269,40,717,343,25,11,9,-3,2,2972,2989,114.5,12.72222222,-0.5,0
2978,2978,2270,40,726,343,23,9,6,2,2,2972,2989,115,19.16666667,-2,0
2978,2978,2271,40,732,343,21,11,8,1,2,2972,2991,117,14.625,0,0
2978,2978,2272,40,740,343,21,8,9,-1,2,2972,2991,117,13,1.5,0
2978,2978,2273,40,749,343,20,11,8,1,2,2972,2993,115.5,14.4375,1,0
2978,2978,2274,40,757,341,21,6,9,-1,2,2972,2996,114.5,12.72222222,1.5,0
2978,2978,2275,40,766,343,20,11,8,1,2,2972,2999,113,14.125,-0.5,0
2978,2978,2276,40,774,343,20,10,9,-1,2,2972,2999,113.5,12.61111111,1.5,0
2978,2978,2277,40,783,343,20,9,8,0,2,2972,3004,112,14,1,0
2978,2978,2278,40,791,342,21,6,8,2,2,2972,3007,111,13.875,-1.5,0
2978,2978,2279,40,799,343,18,9,10,-2,2,2972,3007,112.5,11.25,3.5,0
2978,2978,2280,40,809,343,20,10,8,1,2,2972,3011,109,13.625,0.5,0
2978,2978,2281,40,817,345,21,11,9,-2,2,2972,3013,108.5,12.05555556,-9891.5,1
3136,3136,2388,40,766,360,24,8,7,3,1,3158,3161,47.5,6.785714286,-3,0
3136,3136,2389,40,773,360,24,8,10,-3,1,3158,3161,50.5,5.05,-0.5,0
3136,3136,2390,40,783,361,21,8,7,3,1,3163,3160,51,7.285714286,-2,0
3136,3136,2391,40,790,362,23,12,10,-3,1,3163,3160,53,5.3,-1.5,0
3136,3136,2392,40,800,361,20,10,7,2,1,3163,3160,54.5,7.785714286,-1.5,0
3136,3136,2393,40,807,363,21,11,9,-1,1,3163,3160,56,6.222222222,-2,0
3136,3136,2394,40,816,362,19,10,8,1,1,3163,3160,58,7.25,-2.5,0
3136,3136,2395,40,824,363,20,10,9,-4,1,3167,3160,60.5,6.722222222,-1,0
3136,3136,2396,40,833,363,19,11,5,3,1,3167,3160,61.5,12.3,-2.5,0
3136,3136,2397,40,838,363,24,12,8,-1,1,3167,3160,64,8,-3,0
3136,3136,2398,40,846,363,24,13,7,0,1,3167,3160,67,9.571428571,-4,0
3136,3136,2399,40,853,363,22,12,7,0,1,3167,3160,71,10.14285714,86.5,1
3269,3246,2452,34,61,342,28,19,7,3,2,3227,3240,337.5,48.21428571,-2,0
3269,3246,2453,34,68,342,28,19,10,-3,2,3227,3237,339.5,33.95,0.5,0
3269,3246,2454,34,78,342,31,20,7,1,2,3245,3237,339,48.42857143,-2.5,0
3269,3246,2455,34,85,342,32,19,8,1,2,3245,3237,341.5,42.6875,-4,0
3269,3246,2456,34,93,342,27,19,9,-1,2,3245,3251,345.5,38.38888889,1,0
3269,3246,2457,34,102,342,27,20,8,-1,2,3245,3251,344.5,43.0625,-1.5,0
3269,3246,2458,34,110,341,25,19,7,3,2,3245,3251,346,49.42857143,-2,0
3269,3246,2459,34,117,341,27,20,10,-2,2,3245,3251,348,34.8,-2,0
3269,3246,2460,34,127,341,27,21,8,0,2,3253,3251,350,43.75,-2,0
3269,3246,2461,34,135,341,27,20,8,1,2,3253,3251,352,44,-0.5,0
3269,3246,2462,34,143,341,27,19,9,-1,2,3253,3251,352.5,39.16666667,-1.5,0
3269,3246,2463,34,152,340,27,20,8,-2,2,3253,3251,354,44.25,-2,0
3269,3246,2464,34,160,341,27,19,6,4,2,3253,3251,356,59.33333333,-4,0
3269,3246,2465,34,166,341,26,20,10,-3,2,3253,3251,360,36,1,0
3269,3246,2466,34,176,341,27,20,7,1,2,3253,3251,359,51.28571429,-3,0
3269,3246,2467,34,183,341,26,20,8,0,2,3253,3251,362,45.25,-1,0
3269,3246,2468,34,191,341,26,20,8,0,2,3253,3251,363,45.375,-2,0
3269,3246,2469,34,199,342,25,19,8,-7.25,2,3253,3251,365,45.625,-1.5,0
3269,3246,2470,34,207,342,23,17,0.75,1.8125,2,3253,3251,366.5,488.6666667,356.5,1
3253,3253,2458,33,485,341,29,16,9,2,2,3143,3245,248.5,27.61111111,1,0
3253,3253,2459,33,494,340,30,15,11,-1,2,3143,3245,247.5,22.5,2,0
3253,3253,2460,33,505,340,29,15,10,-1,2,3143,3246,245.5,24.55,0,0
3253,3253,2461,33,515,340,29,14,9,1,2,3143,3246,245.5,27.27777778,3.5,0
3253,3253,2462,33,524,340,30,15,10,0,2,3143,3246,242,24.2,0,0
3253,3253,2463,33,534,340,29,15,10,-1,2,3143,3246,242,24.2,2.5,0
3253,3253,2464,33,544,340,29,15,9,1,2,3143,3246,239.5,26.61111111,0.5,0
3253,3253,2465,33,553,340,28,15,10,-1,2,3143,3246,239,23.9,1,0
3253,3253,2466,33,563,340,29,15,9,0,2,3143,3246,238,26.44444444,1,0
3253,3253,2467,33,572,340,28,16,9,1,2,3143,3246,237,26.33333333,1,0
3253,3253,2468,33,581,340,28,15,10,-1,2,3143,3246,236,23.6,1,0
3253,3253,2469,33,591,341,29,16,9,1,2,3143,3246,235,26.11111111,3,0
3253,3253,2470,33,600,341,30,15,10,0,2,3143,3246,232,23.2,0,0
3253,3253,2471,33,610,341,30,16,10,-1,2,3143,0,232,23.2,3,0
3253,3253,2472,33,620,341,31,16,9,1,2,3143,0,229,25.44444444,-0.5,0
3253,3253,2473,33,629,341,29,16,10,-1,2,3143,3266,229.5,22.95,0.5,0
3253,3253,2474,33,639,342,29,15,9,0,2,3143,3270,229,25.44444444,1.5,0
3253,3253,2475,33,648,342,29,15,9,1,2,3143,3270,227.5,25.27777778,1,0
3253,3253,2476,33,657,342,29,15,10,-1,2,3143,3270,226.5,22.65,1.5,0
3253,3253,2477,33,667,342,30,15,9,0,2,3143,3270,225,25,0.5,0
3253,3253,2478,33,676,342,29,15,9,0,2,3143,3270,224.5,24.94444444,1.5,0
3253,3253,2479,33,685,342,30,15,9,0,2,3143,3270,223,24.77777778,0,0
3253,3253,2480,33,694,342,30,16,9,0,2,3143,3270,223,24.77777778,1,0
3253,3253,2481,33,703,343,30,17,9,1,2,3143,3270,222,24.66666667,250,1
3255,3255,2459,21,64,359,22,9,11,-3,1,3244,3252,219.5,19.95454545,-1,0
3255,3255,2460,21,75,359,23,10,8,1,1,3244,0,220.5,27.5625,-0.5,0
3255,3255,2461,21,83,360,20,11,9,1,1,3244,0,221,24.55555556,-0.5,0
3255,3255,2462,21,92,359,19,10,10,0,1,3244,0,221.5,22.15,2,0
3255,3255,2463,21,102,359,22,12,10,-1,1,3244,0,219.5,21.95,-0.5,0
3255,3255,2464,21,112,358,21,10,9,1,1,3244,0,220,24.44444444,0,0
3255,3255,2465,21,121,358,21,9,10,-1,1,3260,0,220,22,-1,0
3255,3255,2466,21,131,358,19,9,9,-3,1,3260,0,221,24.55555556,0,0
3255,3255,2467,21,140,358,19,9,6,0,1,3260,0,221,36.83333333,-0.5,0
3255,3255,2468,21,146,359,24,12,6,0,1,3260,0,221.5,36.91666667,-4,0
3255,3255,2469,21,152,361,23,11,6,0,1,3260,0,225.5,37.58333333,-4.5,0
3255,3255,2470,21,158,362,21,9,0,0,1,3260,0,230,10000,0,0
3282,3282,2485,27,299,363,25,13,8,1,1,3285,0,235,29.375,8.5,0
3282,3282,2486,27,307,363,25,12,9,0,1,3285,0,226.5,25.16666667,0.5,0
3282,3282,2487,27,316,363,25,12,9,0,1,3285,0,226,25.11111111,-1,0
3282,3282,2488,27,325,363,23,11,9,-1,1,3285,0,227,25.22222222,-1.5,0
3282,3282,2489,27,334,363,21,9,8,1,1,3285,0,228.5,28.5625,0.5,0
3282,3282,2490,27,342,363,24,12,9,-1,1,3285,0,228,25.33333333,0,0
3282,3282,2491,27,351,363,25,12,8,0,1,3285,0,228,28.5,0.5,0
3282,3282,2492,27,359,363,23,12,8,1,1,3285,0,227.5,28.4375,243,1
3282,3282,2494,27,376,363,24,12,9,0,1,3285,3300,228,25.33333333,-1,0
3282,3282,2495,27,385,363,23,11,9,-1,1,3285,3300,229,25.44444444,-1,0
3282,3282,2496,27,394,363,21,9,8,0,1,3285,0,230,28.75,-1,0
3282,3282,2497,27,402,363,21,12,8,0,1,3285,0,231,28.875,-1,0
3282,3282,2498,27,410,363,21,11,8,0,1,3285,0,232,29,-2.5,0
3282,3282,2499,27,418,363,19,9,8,0,1,3285,0,234.5,29.3125,-4,0
3282,3282,2500,27,426,363,17,7,0,0,1,3285,0,238.5,10000,0,0
3289,3289,2488,22,138,345,18,10,7,1,2,3283,3287,157.5,22.5,-4,0
3289,3289,2489,22,145,346,14,12,8,1,2,3283,3287,161.5,20.1875,2.5,0
3289,3289,2490,22,153,347,14,16,9,-2,2,3283,0,159,17.66666667,1,0
3289,3289,2491,22,162,345,14,11,7,2,2,3283,0,158,22.57142857,-2.5,0
3289,3289,2492,22,169,345,11,10,9,0,2,3283,0,160.5,17.83333333,1,0
